date	link_index	number	content
2017/01/20|15/03/00	57026	641	 >>640  ご協力ありがとうございました  助かりました <\br>
2017/01/20|15/04/00	57026	642	 >>641  こちらこそありがとうございました！ <\br>
2017/01/20|19/14/00	57026	681	 求）  Lv85ヤミラミ 個体、努力値 性格、ボール全て不問   出）  A抜け意地避雷針カラカラinハイパーボール  6V意地ダンバルinネストボール  C抜け陽気ミミッキュinゴージャスボール  H抜け控えめ潤いボディキャモメinダイブボール  AC抜けS0勇敢避雷針カラカラinウルトラボール  H抜けS0勇敢ヒトツキinウルトラボール  H抜けS0冷静ヒトツキinムーンボール  H抜け図太いイーブイinダイブボール  （呪い、アシストパワー、願い事、欠伸遺伝）  C抜け意地コイキングinネットボール  A抜け意地コイキングinルアーボール  A抜け陽気不屈の心リオルinフレンドボール  （真空波、バレパン遺伝）  その他ご希望のBPアイテム  銀の王冠   ヤミラミ1体に対し複数選んでもらっても構いません <\br>
2017/01/20|19/54/00	57026	703	 出)孵化余り  ずぶといどんかんヒンバス　H抜け5V  おくびょう夢ロコン　H抜け5V、C抜け5V、D抜け5V、S抜け5V  いじっぱりミミッキュ　H抜け5V、A抜け5V、D抜け5V、S抜け5V  おくびょうムウマ(のろい、おきみやげ遺伝)　H抜け5V、B抜け5V、C抜け5V、D抜け5V、S抜け5V   求)パワー系アイテム <\br>
2017/01/20|20/09/00	57026	713	 再掲失礼します  求）  Lv85ヤミラミ 個体、努力値 性格、ボール不問   出）  A抜け意地避雷針カラカラinハイパーボール  6V意地ダンバルinネストボール  C抜け陽気ミミッキュinゴージャスボール  H抜け控えめ潤いボディキャモメinダイブボール  AC抜けS0勇敢避雷針カラカラinウルトラボール  H抜けS0勇敢ヒトツキinウルトラボール  H抜けS0冷静ヒトツキinムーンボール  H抜け図太いイーブイinダイブボール  （呪い、アシストパワー、願い事、欠伸遺伝）  C抜け意地コイキングinネットボール  A抜け意地コイキングinルアーボール  A抜け陽気不屈の心リオルinフレンドボール  （真空波、バレパン遺伝）  その他ご希望のBPアイテム  銀の王冠   ヤミラミ1体に対し複数選んでもらっても構いません <\br>
2017/01/20|20/12/00	57026	714	 >>703  パワー系アイテムはなにを希望ですか？  ヒンバス、夢ロコン(D抜け5V)がほしいです <\br>
2017/01/20|20/17/00	57026	718	 >>714  どれでも大丈夫です！  了解です、アイテムいくつかとその2匹を交換というのは可能でしょうか？ <\br>
2017/01/20|20/22/00	57026	721	 >>718  1匹につきパワー系アイテム1つでよろしいのでしょうか？  BPが余っているのでご指定いただければご要望のアイテムを用意できますがいかがでしょうか <\br>
2017/01/20|20/32/00	57026	732	 >>721  ではパワーレンズとパワーアンクルを希望させていただきます  2匹に対してアイテム3つというのは厳しいでしょうか…？厳しければ上の2つでお願いします！ <\br>
2017/01/20|20/39/00	57026	738	 >>732  了解です  パワーレンズ、パワーアンクル、その他パワー系アイテムで交換をお願いします   3368-5907-1988　ゆ** <\br>
2017/01/20|20/49/00	57026	742	 >>738  ありがとうございます！   4725-8032-2213　ひ～ <\br>
2017/01/20|20/51/00	57026	745	 >>742  フレコ登録したので潜りますね <\br>
2017/01/20|20/54/00	57026	746	 >>738  すみません、まだ分けていなかったので準備ができたら再度申し込ませてください <\br>
2017/01/20|20/55/00	57026	748	 >>746  了解ですｗ  それでは準備ができ次第レスお願いします <\br>
2017/01/20|20/57/00	57026	751	 >>748  申し訳ないです…！  準備できました！ <\br>
2017/01/20|21/01/00	57026	754	 >>751  ありがとうございました！ <\br>
2017/01/20|21/03/00	57026	757	 >>754  こちらこそありがとうございました！ <\br>
2017/01/20|21/58/00	57026	798	 出  必要5V  図太い夢ヒドイデ フル遺伝 ムーン A抜け5V  陽気リオル飛び膝、バレパン、噛み砕く、真空波 ウルボ 不屈の心C抜け5V  意地っ張り夢イワンコ 暴れる ふいうち 炎の牙 雷の牙 ムーン C抜け5V  やんちゃ夢キバニア ドロポン しおみず サイコファング ルアー D抜け5V  控えめモノズ ムーン A抜け5V  むじゃきタツベイ 暴れる ドロポン りゅうまい りゅうのはどう ウルボ D抜け5V  陽気ミミッキュ ラブボ C抜け5V  あかいいと   すべてGTS産テッカグヤ  ようき（仏語）、しんちょう（英語）、勇敢（英語）、無補正（日本語氷、独語ドラゴン、英語電気、英語エスパー）   求  ラブボ入りアブリー（夢特性でない場合は♂で）  フレンド入り夢ジジーロン  いずれも個体値性格不問  48BP   図太いレヒレ  メガストーン   5112-3388-6779　み○○  よろしくお願いします <\br>
2017/01/20|22/00/00	57026	799	 >>798  ふか時間少し貰いますがラブボアブリーだせます。  リオル希望です  フレコ 3437 4012 3245  ゲームキャラクター名 Pu◯◯ <\br>
2017/01/20|22/02/00	57026	802	 >>799  おねがいします  夢特性でない場合は♂でおねがいします <\br>
2017/01/20|22/07/00	57026	807	 >>802  了解です。お待たせしました。  潜りますね <\br>
2017/01/20|22/09/00	57026	810	 >>802  ありがとうございました <\br>
2017/01/20|22/11/00	57026	812	 >>807  ありがとうございました   >>798  出からリオル、求からアブリー抜いて募集中です <\br>
2017/01/20|23/40/00	57026	882	 >>798  〆ます <\br>
2016/12/11|21/47/00	57766	110	 うわぁいギャラメガ忘れてミミッキュで死んだぁい <\br>
2016/12/11|21/57/00	57766	160	 クチートはミミッキュに食われたな <\br>
2016/12/11|21/59/00	57766	165	 >>139  それだとミミッキュZはねる、じゃれつくで落ちないか1発で  ベトベトンは対ミミッキュ、カプ、ポリ2で絶対出すし <\br>
2016/12/11|21/59/00	57766	167	 >>160  イラストアド的に圧勝だから大丈夫 <\br>
2016/12/11|22/02/00	57766	188	 ADワルビ君の霊狩り性能好き  ミミッキュは死ね <\br>
2016/12/11|22/03/00	57766	193	 >>165  カプ殺して特殊アタッカー削ってくれたらそれでいいんだわ <\br>
2016/12/11|22/18/00	57766	273	 ガブそだけどガルドも多いんだけどレート  ミミッキュいるんだからガルドは譲れよｗ <\br>
2016/12/11|22/19/00	57766	276	 ミミッキュ減ってガルド増えるのは大歓迎だわ <\br>
2016/12/11|22/22/00	57766	292	 ミミッキュとかいう包茎  チーズみたいなカスがごっそり溜まってそう <\br>
2016/12/11|22/22/00	57766	293	 >>288  ギャラのかみくだくあまり使う場面ないんだよな  ミミッキュでも等倍だし <\br>
2016/12/11|22/39/00	57766	398	 >>384  調べてみたらミミッキュに一切ダメージ通らないらしい  泥棒も覚えるからこれで収集 <\br>
2016/12/11|22/42/00	57766	418	 >>377  そいつミミッキュだしたら全部攻撃無効だぞ <\br>
2016/12/11|23/07/00	57766	546	 ラブボのイーブイとミミッキュの投げ売られっぷりときたら <\br>
2016/12/11|23/07/00	57766	548	 ミミッキュはゴジャボいったくやろ　アニポケ的に <\br>
2016/12/11|23/09/00	57766	552	 >>548  これ <\br>
2016/12/11|23/10/00	57766	558	 ゴーストタイプはゴジャボが似合う  しかしミラクルでムンボミミッキュを手に入れて心が揺らいでる <\br>
2016/12/11|23/11/00	57766	560	 ミミッキュは挑発最安定な気がするのに皆積んでないのかな？ <\br>
2016/12/11|23/56/00	57766	714	 ツリー周回パで襷ガブメガッサムあと一枠決まらねえ  ミミッキュでも突っ込んどけばいいかね <\br>
2016/12/11|23/58/00	57766	719	 >>714  広角フェローチェはツリーにおいて最強 <\br>
2016/12/11|23/59/00	57766	725	 >>714  おしえてあーげない <\br>
2016/12/12|00/36/00	57766	905	 ガルドにミミッキュからZ技とんでくるから  S4振りいじミミッキュ抜き身代わりガルドとかどうかな <\br>
2016/12/12|00/41/00	57766	924	 >>913  キンシも搭載するけどZ技回避でみがわりもいれたいわけよ  であるていど他のとこにも振りたいからミミッキュ抜きくらいでいいかなと  ガルドにミミッキュでてくるし <\br>
2016/12/12|00/42/00	57766	929	 s4振りミミッキュなんているのか <\br>
2023/02/06|21/21/00	243	974	 野良カイリュー対策のサポーターで挑発、鬼火、投げつけるの火炎玉ミミッキュ以上の子って居るかな 
2017/01/24|11/34/00	57003	208	 俺のメンツにはしょうがなく入れたやつなんていなかった  カグヤポリ２テテフガブガルドミミッキュみたいな見た目ゴミなのは絶対入れなかった  それでも1900までいけたしシーズン2では2000いってみせる <\br>
2017/01/24|13/18/00	57003	505	 タスキミミッキュ45.6%  粛清されろ <\br>
2017/01/24|13/18/00	57003	506	 >>505  死ね(直球) <\br>
2017/01/24|13/19/00	57003	508	 >>505  お前らが強い強い言い過ぎた <\br>
2017/01/24|13/19/00	57003	509	 >>505  んんんwwwwwww <\br>
2017/01/24|13/20/00	57003	515	 やっぱミミッキュってクソだわ <\br>
2017/01/24|13/22/00	57003	518	 ギャラドスの倒したポケモンのところを見たら分かるけど  ミミッキュはばけのかわ有りと無しで別に統計があるっぽい  イラストも違う <\br>
2017/01/24|13/25/00	57003	524	 襷ミミッキュにはたきしたら襷落ちる？教え技ない状況で使えるやつは限られるが <\br>
2017/01/24|13/26/00	57003	526	 襷ミミッキュスカーフコケコとかいう犯罪 <\br>
2017/01/24|13/26/00	57003	527	 どうせ叩きが流行したらZミミッキュが流行る <\br>
2017/01/24|13/26/00	57003	528	 ミミッキュの事今度からミミクソって呼ぶわ <\br>
2017/01/24|13/27/00	57003	532	 >>527  そしてそのミミッキュをお前らが叩くわけだな <\br>
2017/01/24|14/00/00	57003	690	 ミミッキュの倒したポケモン1位はミミッキュ <\br>
2017/01/24|14/14/00	57003	775	 倒したポケモンとか見るとミミッキュは2種類出るのか  同じだからまとめろよ <\br>
2017/01/24|14/33/00	57003	869	 ミミッキュが倒されたの一位がミミッキュってミミッキュ最強かよ <\br>
2017/01/24|14/50/00	57003	938	 俺のギギギアルはマイナスだった  ミミッキュウザすぎて作ったけどそれなりに活躍してくれた <\br>
2017/01/24|14/52/00	57003	943	 >>938  ギアソーサーって結局2発でミミッキュ葬れるの？ <\br>
2017/01/24|15/01/00	57003	975	 ミミッキュは使ってる側は決して強いと思わないと思う  何されるか分からないから使われる側にとっては非常に厄介 <\br>
2017/01/24|15/02/00	57003	979	 ミミッキュはフェアリータイプがなければもう少しまともなポケモンだったのに…  なんなんだあの等倍範囲の広さ <\br>
2017/01/24|15/02/00	57003	981	 ミミッキュはゴーストタイプ特有の豊富な補助技がなくて剣の舞だけだったら対処は楽だっただろうなあ <\br>
2016/12/06|01/44/00	58325	14	 >>10  しあわせタマゴとマスボ希望します   夢フカマル意地or陽気5V 逆鱗アイへ遺伝（理想有）ダイボ  テクニストライク意地5V  石頭or夢カラカラ意地5V ウルボ  ヒトツキ冷静S抜け4V 影うち道づれ遺伝 ウルボ  ダンバル陽気5V （理想有） ウルボ  再生力ヤドン図太い5V ヒルボ  控えめ夢コイル5V プレボ  バレパン陽気夢リオル5V ヘビボ  控えめモノズ5V ムンボ  陽気ミミッキュ5V遺伝 ヒルボ   のうちから検討いただけますか？ <\br>
2016/12/06|01/49/00	58325	22	 求) 理想個体（できれば遺伝持）  出) いじっぱ　　　　 理想　メテノ(赤)@モンボ   求)パワー系のアイテム or 理想個体 or ４v、３vでこの板に出回ってないのやつ  出)　いじっぱ フル遺伝 理想　ミミッキュ@ラブボ  　　 いじっぱ フル遺伝 理想　コソクムシ@ネスト   4v孵化あまりもあるので、上記以外でも気軽にご相談ください   4468-1243-8176 TN：つる○ <\br>
2016/12/06|01/54/00	58325	32	 >>23  カラカラとジャラコお願いしてもいいですか？  れいせいヒトツキ@ウルボ  のんきヒドイデ@ウルボ  ようきミミッキュ@ウルボ  すべて4V以上で出せます   1263-8298-5112  TN:ゆ〇 <\br>
2016/12/06|01/55/00	58325	35	 人数制限忘れてたので>>23一旦〆ます(>>32まで) <\br>
2016/12/06|02/04/00	58325	52	 >>32  お待たせしてすみません  ヒトツキと何か適当にください  こちらから申し込むのでフェスでお待ちください <\br>
2016/12/06|02/06/00	58325	55	 >>52  分かりました！  ではれいせいヒトツキSのみ逆Ｖ 他4Vの個体を用意してお待ちしてます！ <\br>
2016/12/06|02/11/00	58325	60	 出）  コソクムシ意地っ張り　アクアジェットワイドガード遺伝C抜け5V（ダイブボール）  フカマル陽気鮫肌　逆鱗遺伝C抜け5V（ダイブボール）  シズクモ意地っ張りorわんぱく　蓄える吐き出す遺伝C抜け5V（ネットボール）  ハギギシリ陽気頑丈顎　怒り氷の牙どくどくの牙遺伝C抜け5V（ダイブボール）   求）  上記4体+ガルーラ、夢ヒドイデ、ヒトツキ、ミミッキュ、コイキング、夢ロコン以外の理想個体かもしくは必要個所4V以上。  性格と遺伝技は事前にお知らせください。  陽気ダンバルや避雷針意地っ張りカラカラなど特に歓迎です。   フレコ→2406-6092-7738  TN→アから始まる3文字 <\br>
2016/12/06|02/13/00	58325	66	 出）  [@ラブラブボール]  夢ロコン おくびょう アンコ、フリドラ、催眠、ムンフォ遺伝  夢イーブイ ひかえめ アシパ、のろい、あくび、ねがいごと遺伝  ベトベター いじっぱり くろいまなざし のろい かげうち たくわえる遺伝  [@ムーンボール]  カラカラ しんちょう アイアンヘッド遺伝  ミミッキュ ようき みちずれ のろい遺伝  メテノ青 いじっぱり  メテノ橙 ようき  [@ウルトラボール]  夢ヒドイデ ずぶとい くろいきり、たくわえる、のみこむ、はきだす遺伝   求）  クリアスモッグ遺伝ベトベター   3695-0342-5949　た○○ <\br>
2016/12/06|02/16/00	58325	71	 >>52  すみません、まだお時間かかりますでしょうか？  もし20分までに用意ができないようならこのお話はなかったことにさせていただいてもよろしいでしょうか？ <\br>
2016/12/06|02/17/00	58325	72	 >>58  またもやタッチの差？で交換済みだったようです…   >>55  今(というかここ10分ぐらい)ってフェスに入られていますか？  見つけられないのです… <\br>
2016/12/06|02/18/00	58325	74	 >>72  すみません、フレンドコードの再確認をお願いします。 <\br>
2016/12/06|02/19/00	58325	75	 >>60  陽気or意地っ張りアマカジinラブボ(光合成じゃれつく甘える草笛)C抜け5v  意地っ張りヌイコグマinラブボ(雷氷P)C抜け5v   上記どちらかと腕白シズクモ交換して頂けませんか？ <\br>
2016/12/06|02/20/00	58325	76	 >>74  >>32に記載されているフレンドコードを再度入力してみましたが  登録済みで仮登録のままです   こちらのフレンドコードも再確認お願いします  0877-2193-0457/と○○○ <\br>
2016/12/06|02/21/00	58325	77	 >>75  了解しました。  陽気のアマカジの方をお願いします。  フレコと名前をお知らせください～。 <\br>
2016/12/06|02/22/00	58325	78	 >>76  こちらから交換を申込みますね <\br>
2016/12/06|02/22/00	58325	79	 >>72  やっぱりハイパーボール44のじゃらこに持たせたのでお願いします <\br>
2016/12/06|02/23/00	58325	81	 出）  ダダリンいじっぱり4V＠ムーン  夢フカマルようき4V（逆鱗アイへ＠ムーン  ミミッキュいじっぱり4V（道連れ怨念悪夢呪い＠ムーン  ジジーロンひかえめ4V（ぼうふうドラゴンダイブ＠ＵＢ  コソクムシいじっぱり4V（まきびしアクジェワイドガードメタルクロー＠ムーン  スナバァずぶとい4V（道連れ吐き出すドわすれたくわえる）＠ヘヴィ   求）  4V=16BP（パワー系　リストレンズアンクル）  理想個体=48BP  ムーンボールに入った遺伝孵化余り（ﾄｹﾞﾃﾞﾏﾙﾛｺﾝｼﾞｼﾞｰﾛﾝﾐﾐｯｷｭﾋﾄﾞｲﾃﾞｺｲｷﾝｸﾞｱｺﾞｼﾞﾑｼ以外   ダダリンフカマルミミッキュジジーロンスナバァは理想個体あり   4270-0904-5931　ソ◯◯ <\br>
2016/12/06|02/23/00	58325	82	 >>79  準備できたらこちらからお声掛けするのでその後で預けていただけますか？ <\br>
2016/12/06|02/23/00	58325	83	 >>60  意地避雷針ガラガラ@ムーン HBDSV アイヘ滅び原子腹太鼓遺伝  臆病ゴース@ムーン HBDSV ウェーブ驚かす金縛り滅び遺伝  意地タツベイ@スピード HADSV ドロポン竜舞暴れる竜の怒り遺伝  この辺りを提供できますが如何でしょうか？  意地シズクモ、コソクムシ、ハギギシリの順で希望です  ご検討ください   1650-1537-6251 す六文字 <\br>
2016/12/06|02/24/00	58325	84	 >>77  ありがとうございます  0001-3540-5957 シ○○  コード登録次第潜りますね <\br>
2016/12/06|02/24/00	58325	85	 >>82  了解です <\br>
2016/12/06|02/26/00	58325	87	 >>81  ムーン入ゴースフル遺伝  ムーン入避雷針カラカラフル遺伝  を提供できます  コソクムシ、スナバァとの交換を希望したいです  1650-1537-6251 す六文字 <\br>
2016/12/06|02/27/00	58325	88	 >>76  交換ありがとうございました！ <\br>
2016/12/06|02/27/00	58325	89	 >>83  それは3匹とも欲しいので、希望の3匹全部との交換をお願い出来ますでしょうか？ <\br>
2016/12/06|02/27/00	58325	90	 >>88  こちらこそありがとうございました  お手数おかけしてすみませんでした…   >>85  お待たせしました  よろしくお願いします <\br>
2016/12/06|02/28/00	58325	91	 >>87  是非交換したいです　  双方とも理想個体ありますが、4V同士でよろしいでしょうか <\br>
2016/12/06|02/29/00	58325	92	 >>77  交換ありがとうございました  個体に問題がありましたらお知らせください <\br>
2016/12/06|02/29/00	58325	93	 >>90  レベル1ケーシィに硬い石持たせて預けました <\br>
2016/12/06|02/30/00	58325	94	 >>92  交換ありがとうございました～！  何かあればお知らせください。 <\br>
2016/12/06|02/31/00	58325	96	 >>89  ありがとうございます  ぜひお願い致します  可能であればでいいのですがそのまま使いたいのでNN変更頼めませんか？ <\br>
2016/12/06|02/33/00	58325	100	 >>93  すぐに探したけど見つかりませんでした   ダンバル募集でジャラコ♀預けたのでそちらから交換お願いできますか？  メッセージは「すごいちからを～」です <\br>
2016/12/06|02/34/00	58325	101	 求)マギアナ図鑑埋め(個体値不問すぐに返却します。)   出)  ゴジャボ入りフル遺伝意地ミミッキュ理想  ヒルボ入り冷パン遺伝意地ヌイコグマ理想  ラブボ入りフル遺伝図太いヒドイデ理想  ウルボ入りマドショ遺伝めざ氷控えめアゴジムシ理想  ポイントアップ  不思議な飴   FC 0834-5510-3158  NN ラ○○○   よろしくお願いします。 <\br>
2016/12/06|02/35/00	58325	102	 >>101  ミミッキュお願いします   5129-3093-4970 <\br>
2016/12/06|02/35/00	58325	103	 >>96  了解しました。  ただ性別がコソクムシとシズクモだけ♀のみとなってしまっていますが、それでも構いませんか？ <\br>
2016/12/06|02/35/00	58325	104	 >>101  マギアナなら、クリア後にネットにあるQR読めば手に入るけど  かなりインチキだけど <\br>
2016/12/06|02/35/00	58325	105	 >>91  ありがとうございます  ガンテツフル遺伝は高く見てるので4V同士で大丈夫です <\br>
2016/12/06|02/36/00	58325	106	 >>101  横からですが、「マギアナ QRコード」で検索してQRコードを探してきた方が早いのではないでしょうか？ <\br>
2016/12/06|02/37/00	58325	107	 >>100  こちらも見つかりませんでした  ケーシィまだ残ってるんですが見つかりませんか？  交換を～です <\br>
2016/12/06|02/38/00	58325	108	 >>81  ジジーロンの理想個体といじっぱ理想個体メテノ（赤）交換どうでしょうか？  4468-1243-8176 TN：つる○ <\br>
2016/12/06|02/39/00	58325	109	 >>103  大丈夫です  お手数かけてすみません  コソク「ぐそくちゃん」シズクモ「しずく」ハギ「さしみ」でお願いします <\br>
2016/12/06|02/40/00	58325	111	 >>107  見つからないです…  フレンドコード交換で普通に交換していただいて構いませんか？  0877-2193-0457/と○○○ <\br>
2016/12/06|02/40/00	58325	112	 >>105  了解です　潜って待機します <\br>
2016/12/06|02/41/00	58325	113	 >>102  了解です！今、潜りました。 <\br>
2016/12/06|02/43/00	58325	115	 >>109  NNつけ終わりましたので潜りますね。 <\br>
2016/12/06|02/44/00	58325	116	 >>104  >>106  マギアナ厳選中で図鑑登録を省くためなんですよね <\br>
2016/12/06|02/45/00	58325	117	 >>108  是非お願いします　潜って待っています <\br>
2016/12/06|02/45/00	58325	118	 >>102  交換ありがとうございました！ <\br>
2016/12/06|02/46/00	58325	119	 >>111  すいませんもう寝なきゃいけないので今日はやめときます  お手数かけました <\br>
2016/12/06|02/47/00	58325	121	 >>115  ありがとうございます  今から可能です <\br>
2016/12/06|02/47/00	58325	122	 >>101  ヒドイデ欲しかった…遅かった <\br>
2016/12/06|02/48/00	58325	123	 >>112  ありがとうございました <\br>
2016/12/06|02/50/00	58325	125	 >>119  了解しました  こちらこそお時間取らせてしまいすみませんでした <\br>
2016/12/06|02/51/00	58325	126	 >>120  おっと　普通の個体は持っているので申し訳ございません   >>123  交換ありがとうございます <\br>
2016/12/06|02/53/00	58325	127	 >>126  当たり前のことをお伺いしますが理想は理想同士ですよね <\br>
2016/12/06|02/54/00	58325	128	 >>122  余ってるんで譲りますよ。 <\br>
2016/12/06|02/55/00	58325	129	 >>126 いじっぱC抜き５vの理想個体ではあるのですが、モンボ入りなんです。  残念です。また機会ありましたらよろしくお願いいたします。 <\br>
2016/12/06|02/55/00	58325	130	 >>121  交換ありがとうございました～！  何かありましたらお知らせください。 <\br>
2016/12/06|02/56/00	58325	131	 >>115  交換ありがとうございました <\br>
2016/12/06|02/59/00	58325	133	 >>128  本当ですか！ありがとうございます  フレコ 2449-5274-1320  です  すでにマギアナ交換してしまったようなのですが、こちらはどうしたら良いでしょう <\br>
2016/12/06|03/01/00	58325	135	 >>133  飴かポイントアップください  なかったら何でもいいよ <\br>
2016/12/06|03/02/00	58325	137	 >>135  飴あるので飴だします <\br>
2016/12/06|03/06/00	58325	139	 >>136  カラカラを下記のいずれかと交換宜しいでしょうか？   夢ロコンinムンボ（臆病・神通力ムンフォフリドラアンコ遺伝）  夢フカマルinレベボ（陽気・逆鱗アイヘ遺伝）  ミミッキュinムンボ（意地っ張り・怨念道連れ悪夢遺伝）  ポリゴン（生意気）*すべてHBCD <\br>
2016/12/06|03/06/00	58325	140	 >>137  交換ありがとうございました！ <\br>
2016/12/06|03/07/00	58325	142	 >>140  こちらこそ、交換ありがとうございました！！ <\br>
2016/12/06|03/12/00	58325	150	 >>136  >>139です。フレコ添えます  2251-3894-8238（TNえ○） <\br>
2016/12/06|03/13/00	58325	153	 >>147  こちらこそ交換ありがとうございました   >>139  ミミッキュお願いします   >>144  では夢ヤドンお願いします  順番が来たらまたお声掛けします <\br>
2016/12/06|03/14/00	58325	155	 >>153  了解です   4828-4382-3006　ス○○ <\br>
2016/12/06|03/14/00	58325	156	 >>153  ありがとうござます。フレコは>>150です <\br>
2016/12/06|03/17/00	58325	159	 >>155  カラカラありがとうございました！ <\br>
2016/12/06|03/18/00	58325	160	 >>159  交換ありがとうございました   >>155  夢サンド♀理想の方でしたか  フェスで待機しておきますのでそちらから申請お願いします <\br>
2016/12/06|03/20/00	58325	164	 >>160  交換ありがとうございましたー  また機会があったらよろしくお願いします  自分とろいので、次回ないかもしれませんが… <\br>
2016/12/06|03/22/00	58325	168	 >>164  こちらこそありがとうございました  次があればその時もまたお願いしますね <\br>
2016/12/06|06/38/00	58325	215	 出）  ミミッキュ＠ゴージャス 4V　いじっぱり みちづれ、のろい遺伝  モノズ　　＠ゴージャス 4V　ひかえめ  ダンバル＠モンボ　　　4V　いじっぱり   求）  4V以上の夢特性（シズクモ、ロコン、コイル、フカマル、ヒドイデ、キバニア、リオル以外）  16BPアイテム   フレコ4356-2868-9170  TN:○ま  よろしくお願いします。 <\br>
2016/12/06|07/08/00	58325	222	 求：ポケルス  　　孵化余り（４Ｖ↑）  　　パワー系アイテム   出：Ｃ抜け５Ｖ意地ミミッキュ（のろいみちずれ）ウルボ  　　Ａ抜け５Ｖのんきヒドイデ（フル遺伝）ラブボ   　　こちらのポケモンにはウルボを持たせておきます  　　孵化余りは何でも大丈夫ですがウルボだと嬉しいです   フレコ　1891-2173-2904　TN：ノ○○ <\br>
2016/12/06|07/10/00	58325	224	 >>222  ポケルス出します  報酬は要りません <\br>
2016/12/06|07/13/00	58325	225	 >>222  フレコ忘れてました  0877-2193-0457/と○○○ <\br>
2016/12/06|07/14/00	58325	227	 >>224  ありがとうございます！  それならこちらは適当な孵化余りをお渡しで大丈夫ですか？ <\br>
2016/12/06|07/16/00	58325	229	 >>227  はい、それで大丈夫です  フェス内で待機しておきますね <\br>
2016/12/06|07/19/00	58325	230	 >>229  交換ありがとうございました！ <\br>
2016/12/06|07/28/00	58325	235	 >>222  ヒドイデが欲しいのですが、   UBようき夢フカマル 逆鱗アイへ  UBようきタツベイ 龍舞ドロポン  ダクボいじっぱりダダリン  ダイボいじっぱりコソクムシ アクジェ  ダイボいじっぱりシズクモ たくわえるはきだす   の中で欲しいのはありますか？ <\br>
2016/12/06|07/45/00	58325	237	 >>235  返事遅れてすいません  タツベイ希望でお願いします <\br>
2016/12/06|07/49/00	58325	238	 >>222  ヒドイデまだあれば臆病モノズ(UB)か陽気ダンバル(UB)と交換希望です <\br>
2016/12/06|07/49/00	58325	239	 >>237  ありがとうございます。了解です。  4141-5424-98I2  ヨから1文字 <\br>
2016/12/06|07/52/00	58325	240	 >>238  まだ何体かいるのでダンバル希望したいです   >>239  今から潜りますね  ♂♀希望があれば言ってください <\br>
2016/12/06|07/53/00	58325	241	 >>240  分かりました。  ♀でお願いします。 <\br>
2016/12/06|07/55/00	58325	242	 >>240  ありがとうございます  よろしくお願いします  0774 - 4627 - 4466  しから4文字です <\br>
2016/12/06|07/55/00	58325	243	 >>241  交換ありがとうございました！ <\br>
2016/12/06|07/56/00	58325	244	 >>243  ありがとうございましたっ  念のため個体値確認よろしくお願いします。  こちらは問題ありませんでした。 <\br>
2016/12/06|07/58/00	58325	245	 >>242  潜ってますね   >>244  こちらも大丈夫でした！ <\br>
2016/12/06|08/04/00	58325	247	 >>245  潜ってたつもりだったんですが他の方と間違えてました；  交換ありがとうございました <\br>
2016/12/06|08/06/00	58325	249	 >>247  無事交換できてよかったです  交換ありがとうございました！ <\br>
2016/12/06|08/07/00	58325	251	 >>215  〆切   出）  ミミッキュ＠ゴージャス 5Vc抜け　いじっぱり みちづれ、のろい遺伝  モノズ　　＠ゴージャス 5Va抜け　ひかえめ  ダンバル＠モンボ　　　5Vd抜け　いじっぱり   求）  48BPアイテム   フレコ4356-2868-9170  TN:○ま  よろしくお願いします。 <\br>
2016/12/06|08/34/00	58325	257	 >>251  モノズ希望です  希望アイテム教えてください  2466-2550-9708  ポ <\br>
2016/12/06|08/38/00	58325	261	 >>257  こだわりメガネお願いできますか？  よろしくお願いします。登録して潜りますね <\br>
2016/12/06|08/39/00	58325	262	 >>261  了解しました  こちらから申請しますね <\br>
2016/12/06|08/42/00	58325	265	 >>261  もたせてなかったです  しょうしょうおまちを <\br>
2016/12/06|08/42/00	58325	266	 >>265  わかりました  急がずゆっくりで大丈夫ですよー <\br>
2016/12/06|08/44/00	58325	267	 >>266  準備できました  もうしわけない <\br>
2016/12/06|08/48/00	58325	269	 >>266  確認できましたー  ありがとうございました <\br>
2016/12/06|08/51/00	58325	272	 >>269  確認できました。こうかんありがとうございましたー  引き続き募集します   出）  ミミッキュ＠ゴージャス 5Vc抜け　いじっぱり みちづれ、のろい遺伝  モノズ　　＠ゴージャス 5Va抜け　ひかえめ  ダンバル＠モンボ　　　5Vd抜け　いじっぱり   求）  48B分のアイテム   フレコ4356-2868-9170  TN:○ま  よろしくお願いします。 <\br>
2016/12/06|08/56/00	58325	274	 求  夢フカマル 個体値不図問   出  ミミッキュ 4v 意地っ張り  アマカジ 5v 意地っ張り 遺伝技じゃれつく  あとは  ポイントアップとか飴とか石くらいしかないです、、   よろしくお願いします。   5284-1697-1643 <\br>
2016/12/06|08/57/00	58325	275	 >>274  出せます  お礼は特に要らないです  0877-2193-0457/と○○○ <\br>
2016/12/06|09/00/00	58325	276	 >>275   ありがとうございます！  登録して潜ります。 <\br>
2016/12/06|09/06/00	58325	279	 >>275   ありがとうございました！  助かりました。 <\br>
